engagement_id,customer_id,campaign_id,product_id,engagement_timestamp,campaign_type,channel,event_type,engagement_score,time_spent_seconds,conversion_flag,unsubscribe_flag
ENG0019006,CUST000503,CMP0005,PROD0086,19/12/2025 2:48,Abandoned Cart,Display Ad,Converted,100,34,1,0
ENG0019007,CUST000371,CMP0039,PROD0140,2/5/2024 12:54,Promotion,SMS,Sent,9,0,0,0
ENG0019008,CUST000800,CMP0041,PROD0144,6/12/2024 10:51,Seasonal,Paid Social,Clicked,72,68,0,0
ENG0019009,CUST001513,CMP0046,PROD0068,18/10/2025 10:01,Promotion,Display Ad,Impression,0,0,0,0
ENG0019010,CUST001861,CMP0012,PROD0137,26/5/2025 4:46,Promotion,Paid Social,Impression,9,0,0,0
ENG0019011,CUST001684,CMP0022,PROD0092,17/4/2026 23:44,Seasonal,Display Ad,Impression,5,0,0,0
ENG0019012,CUST001038,CMP0029,PROD0108,29/9/2025 14:38,Product Launch,Email,Opened,30,60,0,0
ENG0019013,CUST000005,CMP0022,PROD0095,4/12/2024 23:58,Seasonal,Display Ad,Impression,0,0,0,0
ENG0019014,CUST001234,CMP0043,PROD0058,22/4/2025 15:51,Seasonal,SMS,Sent,23,0,0,0
ENG0019015,CUST001107,CMP0033,PROD0116,18/5/2026 12:58,Promotion,Email,Opened,31,106,0,0
ENG0019016,CUST001976,CMP0014,PROD0079,27/10/2025 14:52,Abandoned Cart,Display Ad,Impression,6,0,0,0
ENG0019017,CUST001650,CMP0014,PROD0075,27/3/2026 17:32,Abandoned Cart,Display Ad,Impression,8,0,0,0
ENG0019018,CUST000591,CMP0006,PROD0078,29/7/2025 3:47,Abandoned Cart,Push Notification,Opened,36,95,0,0
ENG0019019,CUST000113,CMP0011,PROD0127,13/4/2024 6:08,Abandoned Cart,Paid Social,Clicked,84,181,0,0
ENG0019020,CUST000398,CMP0014,PROD0068,23/1/2026 13:00,Abandoned Cart,Display Ad,Impression,6,0,0,0
ENG0019021,CUST001413,CMP0039,PROD0131,26/12/2024 14:57,Promotion,SMS,Sent,0,0,0,0
ENG0019022,CUST001694,CMP0010,PROD0124,21/12/2025 0:25,Seasonal,Display Ad,Impression,8,0,0,0
ENG0019023,CUST001226,CMP0050,PROD0033,15/3/2025 8:36,Loyalty,Paid Social,Impression,1,0,0,0
ENG0019024,CUST000591,CMP0016,PROD0049,4/11/2024 19:26,Loyalty,Push Notification,Sent,7,0,0,0
ENG0019025,CUST001443,CMP0004,PROD0100,25/9/2025 3:55,Product Launch,SMS,Sent,0,0,0,0
ENG0019026,CUST001393,CMP0040,PROD0159,3/2/2024 21:43,Promotion,Push Notification,Sent,0,0,0,0
ENG0019027,CUST000493,CMP0026,PROD0070,23/6/2024 21:30,Product Launch,Push Notification,Opened,39,56,0,0
ENG0019028,CUST000477,CMP0012,PROD0121,11/10/2024 4:42,Promotion,Paid Social,Impression,11,0,0,0
ENG0019029,CUST001333,CMP0021,PROD0091,20/4/2025 11:24,Winback,Paid Social,Impression,4,0,0,0
ENG0019030,CUST001427,CMP0010,PROD0132,22/12/2025 19:56,Seasonal,Display Ad,Impression,0,0,0,0
ENG0019031,CUST000455,CMP0015,PROD0113,22/3/2026 1:10,Loyalty,SMS,Clicked,48,76,0,0
ENG0019032,CUST000193,CMP0008,PROD0021,2/10/2024 10:48,Product Launch,Paid Social,Impression,4,0,0,0
ENG0019033,CUST001783,CMP0025,PROD0137,31/5/2025 20:13,Winback,SMS,Sent,2,0,0,0
ENG0019034,CUST001492,CMP0048,PROD0086,20/12/2024 3:31,Product Launch,Push Notification,Sent,0,0,0,0
ENG0019035,CUST001247,CMP0018,PROD0178,31/1/2024 18:18,Promotion,Email,Sent,0,0,0,0
ENG0019036,CUST000980,CMP0030,PROD0049,10/10/2024 4:50,Product Launch,Push Notification,Opened,32,50,0,0
ENG0019037,CUST000817,CMP0031,PROD0180,1/11/2025 1:30,Welcome,SMS,Sent,10,0,0,0
ENG0019038,CUST001381,CMP0007,PROD0039,23/7/2025 23:30,Promotion,Email,Sent,10,0,0,0
ENG0019039,CUST001212,CMP0033,PROD0120,8/6/2024 7:53,Promotion,Email,Sent,3,0,0,0
ENG0019040,CUST000830,CMP0039,PROD0138,22/1/2026 10:12,Promotion,SMS,Sent,9,0,0,0
ENG0019041,CUST000270,CMP0004,PROD0081,28/6/2024 14:38,Product Launch,SMS,Sent,0,0,0,0
ENG0019042,CUST000223,CMP0026,PROD0066,18/11/2024 3:23,Product Launch,Push Notification,Sent,13,0,0,0
ENG0019043,CUST000471,CMP0039,PROD0123,9/2/2024 7:19,Promotion,SMS,Clicked,67,122,0,0
ENG0019044,CUST001581,CMP0024,PROD0145,21/9/2024 0:50,Promotion,SMS,Sent,23,0,0,0
ENG0019045,CUST001006,CMP0014,PROD0080,26/1/2026 9:24,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0019046,CUST000273,CMP0027,PROD0111,30/12/2024 11:38,Abandoned Cart,Paid Social,Clicked,57,121,0,0
ENG0019047,CUST001426,CMP0016,PROD0041,29/3/2025 23:49,Loyalty,Push Notification,Clicked,54,68,0,0
ENG0019048,CUST000462,CMP0017,PROD0166,19/7/2025 1:49,Loyalty,Display Ad,Impression,0,0,0,0
ENG0019049,CUST000102,CMP0029,PROD0101,3/2/2024 2:22,Product Launch,Email,Converted,99,96,1,0
ENG0019050,CUST000138,CMP0003,PROD0058,31/1/2026 6:45,Promotion,Email,Sent,0,0,0,0
ENG0019051,CUST000775,CMP0020,PROD0083,29/5/2025 11:28,Welcome,SMS,Sent,0,0,0,0
ENG0019052,CUST001878,CMP0050,PROD0026,5/7/2024 3:21,Loyalty,Paid Social,Impression,20,0,0,0
ENG0019053,CUST001926,CMP0014,PROD0062,12/4/2025 4:34,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0019054,CUST001057,CMP0027,PROD0112,13/4/2026 4:53,Abandoned Cart,Paid Social,Clicked,67,2,0,0
ENG0019055,CUST000666,CMP0006,PROD0069,17/3/2026 7:57,Abandoned Cart,Push Notification,Sent,6,0,0,0
ENG0019056,CUST000670,CMP0013,PROD0042,27/10/2024 7:43,Product Launch,SMS,Clicked,78,2,0,0
ENG0019057,CUST000572,CMP0042,PROD0035,23/3/2025 20:01,Seasonal,SMS,Converted,98,96,1,0
ENG0019058,CUST000207,CMP0040,PROD0152,2/6/2024 14:16,Promotion,Push Notification,Clicked,46,105,0,0
ENG0019059,CUST000162,CMP0032,PROD0002,19/6/2026 22:45,Promotion,Push Notification,Converted,100,33,1,0
ENG0019060,CUST000826,CMP0050,PROD0037,10/9/2024 6:34,Loyalty,Paid Social,Impression,0,0,0,0
ENG0019061,CUST000116,CMP0010,PROD0138,22/9/2024 8:20,Seasonal,Display Ad,Impression,0,0,0,0
ENG0019062,CUST000559,CMP0038,PROD0118,16/10/2025 12:13,Winback,SMS,Sent,0,0,0,0
ENG0019063,CUST000389,CMP0028,PROD0037,25/3/2024 23:31,Seasonal,Email,Clicked,54,81,0,0
ENG0019064,CUST000336,CMP0026,PROD0071,15/10/2025 23:55,Product Launch,Push Notification,Clicked,69,206,0,0
ENG0019065,CUST001930,CMP0028,PROD0029,23/5/2024 11:06,Seasonal,Email,Sent,17,0,0,0
ENG0019066,CUST001259,CMP0019,PROD0198,22/4/2024 13:02,Loyalty,Push Notification,Sent,2,0,0,0
ENG0019067,CUST001240,CMP0010,PROD0124,10/7/2024 19:19,Seasonal,Display Ad,Impression,0,0,0,0
ENG0019068,CUST000047,CMP0037,PROD0190,18/6/2025 1:18,Product Launch,Email,Sent,0,0,0,0
ENG0019069,CUST001325,CMP0014,PROD0075,10/3/2025 17:09,Abandoned Cart,Display Ad,Clicked,71,27,0,0
ENG0019070,CUST001369,CMP0049,PROD0105,27/4/2025 2:14,Product Launch,Display Ad,Clicked,70,173,0,0
ENG0019071,CUST000363,CMP0036,PROD0173,17/9/2024 5:17,Product Launch,Push Notification,Sent,2,0,0,0
ENG0019072,CUST000057,CMP0015,PROD0108,21/3/2026 6:08,Loyalty,SMS,Clicked,65,199,0,0
ENG0019073,CUST000345,CMP0045,PROD0044,14/5/2025 9:40,Welcome,Push Notification,Sent,0,0,0,0
ENG0019074,CUST000002,CMP0042,PROD0037,15/6/2025 15:56,Seasonal,SMS,Sent,4,0,0,0
ENG0019075,CUST000700,CMP0019,PROD0195,24/9/2025 5:10,Loyalty,Push Notification,Sent,6,0,0,0
ENG0019076,CUST001962,CMP0006,PROD0079,17/11/2024 22:21,Abandoned Cart,Push Notification,Opened,36,68,0,0
ENG0019077,CUST000100,CMP0038,PROD0116,9/10/2025 1:35,Winback,SMS,Sent,0,0,0,0
ENG0019078,CUST000957,CMP0013,PROD0046,11/9/2025 7:43,Product Launch,SMS,Converted,100,92,1,0
ENG0019079,CUST001613,CMP0048,PROD0098,4/7/2025 23:44,Product Launch,Push Notification,Opened,43,10,0,0
ENG0019080,CUST000642,CMP0029,PROD0102,23/8/2024 6:56,Product Launch,Email,Sent,10,0,0,0
ENG0019081,CUST001034,CMP0009,PROD0115,4/12/2025 0:18,Seasonal,Email,Sent,6,0,0,0
ENG0019082,CUST001281,CMP0044,PROD0187,24/7/2024 17:09,Seasonal,Paid Social,Converted,100,72,1,0
ENG0019083,CUST000346,CMP0049,PROD0104,2/6/2025 17:35,Product Launch,Display Ad,Impression,10,0,0,0
ENG0019084,CUST001196,CMP0038,PROD0119,17/9/2025 19:18,Winback,SMS,Clicked,54,112,0,0
ENG0019085,CUST000317,CMP0040,PROD0151,20/2/2024 3:32,Promotion,Push Notification,Sent,4,0,0,0
ENG0019086,CUST000653,CMP0010,PROD0127,22/4/2026 12:47,Seasonal,Display Ad,Impression,9,0,0,0
ENG0019087,CUST000585,CMP0015,PROD0117,18/11/2025 18:01,Loyalty,SMS,Sent,0,0,0,0
ENG0019088,CUST001160,CMP0040,PROD0158,10/7/2024 22:19,Promotion,Push Notification,Opened,37,2,0,0
ENG0019089,CUST001317,CMP0031,PROD0170,26/6/2025 19:41,Welcome,SMS,Sent,0,0,0,0
ENG0019090,CUST001700,CMP0024,PROD0151,27/8/2024 1:24,Promotion,SMS,Clicked,66,49,0,0
ENG0019091,CUST000831,CMP0047,PROD0028,26/4/2026 9:22,Winback,Email,Sent,5,0,0,0
ENG0019092,CUST000516,CMP0046,PROD0071,13/10/2025 3:14,Promotion,Display Ad,Impression,6,0,0,0
ENG0019093,CUST000861,CMP0017,PROD0180,11/5/2026 20:57,Loyalty,Display Ad,Impression,7,0,0,0
ENG0019094,CUST000620,CMP0035,PROD0087,2/9/2025 23:35,Seasonal,Paid Social,Impression,6,0,0,0
ENG0019095,CUST000931,CMP0028,PROD0029,22/1/2025 7:57,Seasonal,Email,Clicked,70,104,0,0
ENG0019096,CUST001615,CMP0032,PROD0016,14/5/2026 13:15,Promotion,Push Notification,Disabled,12,48,0,1
ENG0019097,CUST001939,CMP0008,PROD0036,17/1/2026 20:55,Product Launch,Paid Social,Clicked,57,43,0,0
ENG0019098,CUST000851,CMP0044,PROD0200,13/2/2026 11:18,Seasonal,Paid Social,Clicked,59,74,0,0
ENG0019099,CUST001569,CMP0016,PROD0060,17/9/2025 23:30,Loyalty,Push Notification,Disabled,0,88,0,1
ENG0019100,CUST000374,CMP0025,PROD0130,14/4/2026 11:23,Winback,SMS,Clicked,57,84,0,0
ENG0019101,CUST000441,CMP0015,PROD0116,13/7/2025 13:08,Loyalty,SMS,Sent,13,0,0,0
ENG0019102,CUST000423,CMP0027,PROD0103,10/2/2025 13:15,Abandoned Cart,Paid Social,Clicked,60,74,0,0
ENG0019103,CUST001177,CMP0038,PROD0106,4/6/2024 12:20,Winback,SMS,Sent,0,0,0,0
ENG0019104,CUST001133,CMP0025,PROD0128,11/7/2024 15:35,Winback,SMS,Sent,14,0,0,0
ENG0019105,CUST000930,CMP0005,PROD0092,18/4/2026 22:15,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0019106,CUST000526,CMP0003,PROD0045,25/12/2024 23:57,Promotion,Email,Sent,11,0,0,0
ENG0019107,CUST000255,CMP0001,PROD0099,30/6/2024 14:01,Promotion,Email,Sent,2,0,0,0
ENG0019108,CUST000123,CMP0040,PROD0152,26/4/2024 14:08,Promotion,Push Notification,Opened,26,112,0,0
ENG0019109,CUST000316,CMP0025,PROD0123,28/4/2024 5:04,Winback,SMS,Sent,0,0,0,0
ENG0019110,CUST000444,CMP0016,PROD0044,26/12/2024 16:36,Loyalty,Push Notification,Converted,100,68,1,0
ENG0019111,CUST001258,CMP0019,PROD0185,25/2/2025 16:58,Loyalty,Push Notification,Opened,37,97,0,0
ENG0019112,CUST001540,CMP0036,PROD0172,27/9/2025 11:48,Product Launch,Push Notification,Opened,35,157,0,0
ENG0019113,CUST000672,CMP0015,PROD0106,20/5/2026 10:35,Loyalty,SMS,Sent,4,0,0,0
ENG0019114,CUST001127,CMP0006,PROD0070,11/2/2026 10:14,Abandoned Cart,Push Notification,Clicked,66,96,0,0
ENG0019115,CUST001379,CMP0008,PROD0031,28/8/2025 12:00,Product Launch,Paid Social,Impression,4,0,0,0
ENG0019116,CUST000601,CMP0001,PROD0094,1/4/2025 17:42,Promotion,Email,Opened,29,10,0,0
ENG0019117,CUST000067,CMP0006,PROD0077,9/3/2025 20:57,Abandoned Cart,Push Notification,Opened,38,113,0,0
ENG0019118,CUST000503,CMP0007,PROD0029,13/1/2026 22:17,Promotion,Email,Sent,14,0,0,0
ENG0019119,CUST000426,CMP0025,PROD0127,26/7/2025 14:35,Winback,SMS,Sent,12,0,0,0
ENG0019120,CUST000306,CMP0004,PROD0096,23/2/2025 9:44,Product Launch,SMS,Sent,10,0,0,0
ENG0019121,CUST001682,CMP0012,PROD0127,11/10/2025 1:06,Promotion,Paid Social,Impression,2,0,0,0
ENG0019122,CUST000483,CMP0026,PROD0072,14/3/2026 12:52,Product Launch,Push Notification,Sent,19,0,0,0
ENG0019123,CUST000842,CMP0007,PROD0031,5/12/2025 11:12,Promotion,Email,Sent,0,0,0,0
ENG0019124,CUST001005,CMP0022,PROD0094,19/9/2024 11:53,Seasonal,Display Ad,Impression,7,0,0,0
ENG0019125,CUST000137,CMP0050,PROD0024,24/7/2025 18:17,Loyalty,Paid Social,Impression,0,0,0,0
ENG0019126,CUST001875,CMP0023,PROD0030,16/6/2025 5:34,Product Launch,SMS,Clicked,68,26,0,0
ENG0019127,CUST000560,CMP0044,PROD0197,29/3/2026 23:53,Seasonal,Paid Social,Impression,0,0,0,0
ENG0019128,CUST000660,CMP0002,PROD0002,2/11/2025 4:02,Product Launch,SMS,Sent,10,0,0,0
ENG0019129,CUST001319,CMP0021,PROD0098,15/11/2024 4:43,Winback,Paid Social,Clicked,70,172,0,0
ENG0019130,CUST001228,CMP0041,PROD0159,31/5/2026 12:33,Seasonal,Paid Social,Converted,100,167,1,0
ENG0019131,CUST000622,CMP0027,PROD0107,18/4/2026 21:13,Abandoned Cart,Paid Social,Clicked,67,95,0,0
ENG0019132,CUST001158,CMP0019,PROD0198,25/10/2025 4:07,Loyalty,Push Notification,Sent,17,0,0,0
ENG0019133,CUST000009,CMP0001,PROD0098,31/1/2025 12:17,Promotion,Email,Sent,11,0,0,0
ENG0019134,CUST001344,CMP0033,PROD0117,10/2/2025 14:11,Promotion,Email,Opened,35,206,0,0
ENG0019135,CUST000144,CMP0009,PROD0102,12/8/2024 6:34,Seasonal,Email,Sent,0,0,0,0
ENG0019136,CUST000852,CMP0014,PROD0075,24/4/2026 2:59,Abandoned Cart,Display Ad,Impression,1,0,0,0
ENG0019137,CUST000229,CMP0018,PROD0161,11/11/2025 19:05,Promotion,Email,Clicked,55,19,0,0
ENG0019138,CUST001729,CMP0001,PROD0081,6/2/2024 6:23,Promotion,Email,Clicked,62,26,0,0
ENG0019139,CUST001833,CMP0025,PROD0129,9/4/2026 6:53,Winback,SMS,Clicked,62,140,0,0
ENG0019140,CUST001802,CMP0018,PROD0161,19/3/2025 13:12,Promotion,Email,Opened,40,100,0,0
ENG0019141,CUST000303,CMP0028,PROD0029,14/1/2026 8:27,Seasonal,Email,Sent,9,0,0,0
ENG0019142,CUST001975,CMP0015,PROD0114,24/5/2025 1:13,Loyalty,SMS,Clicked,63,92,0,0
ENG0019143,CUST002000,CMP0014,PROD0066,6/11/2025 3:02,Abandoned Cart,Display Ad,Clicked,67,105,0,0
ENG0019144,CUST001371,CMP0029,PROD0109,11/2/2024 14:21,Product Launch,Email,Sent,15,0,0,0
ENG0019145,CUST000189,CMP0001,PROD0081,27/4/2024 7:22,Promotion,Email,Clicked,59,21,0,0
ENG0019146,CUST000617,CMP0034,PROD0076,26/3/2026 21:32,Seasonal,Email,Opened,41,84,0,0
ENG0019147,CUST000174,CMP0046,PROD0076,19/1/2025 21:04,Promotion,Display Ad,Clicked,55,11,0,0
ENG0019148,CUST001202,CMP0039,PROD0137,6/3/2025 17:23,Promotion,SMS,Converted,100,50,1,0
ENG0019149,CUST001737,CMP0044,PROD0188,19/7/2025 17:42,Seasonal,Paid Social,Impression,0,0,0,0
ENG0019150,CUST001014,CMP0001,PROD0086,28/11/2025 21:25,Promotion,Email,Clicked,66,91,0,0
ENG0019151,CUST000713,CMP0020,PROD0097,18/5/2024 10:30,Welcome,SMS,Sent,10,0,0,0
ENG0019152,CUST000443,CMP0007,PROD0023,9/10/2024 1:48,Promotion,Email,Clicked,69,92,0,0
ENG0019153,CUST000927,CMP0006,PROD0062,5/3/2026 6:42,Abandoned Cart,Push Notification,Opened,46,116,0,0
ENG0019154,CUST000560,CMP0045,PROD0056,27/7/2025 15:38,Welcome,Push Notification,Sent,0,0,0,0
ENG0019155,CUST000372,CMP0029,PROD0119,19/6/2024 4:11,Product Launch,Email,Opened,49,221,0,0
ENG0019156,CUST000367,CMP0040,PROD0145,2/4/2024 12:05,Promotion,Push Notification,Opened,30,62,0,0
ENG0019157,CUST001729,CMP0046,PROD0062,12/3/2024 14:04,Promotion,Display Ad,Impression,0,0,0,0
ENG0019158,CUST000226,CMP0013,PROD0048,18/1/2025 12:57,Product Launch,SMS,Converted,98,46,1,0
ENG0019159,CUST000381,CMP0005,PROD0084,19/3/2024 11:02,Abandoned Cart,Display Ad,Converted,96,93,1,0
ENG0019160,CUST001598,CMP0014,PROD0066,13/4/2025 9:23,Abandoned Cart,Display Ad,Impression,5,0,0,0
ENG0019161,CUST000935,CMP0019,PROD0186,29/8/2024 12:54,Loyalty,Push Notification,Clicked,70,172,0,0
ENG0019162,CUST000563,CMP0012,PROD0139,24/11/2025 12:32,Promotion,Paid Social,Clicked,64,147,0,0
ENG0019163,CUST001726,CMP0044,PROD0187,24/11/2025 8:34,Seasonal,Paid Social,Converted,95,169,1,0
ENG0019164,CUST000248,CMP0048,PROD0085,14/9/2024 10:41,Product Launch,Push Notification,Sent,7,0,0,0
ENG0019165,CUST001194,CMP0043,PROD0053,5/3/2025 12:01,Seasonal,SMS,Sent,11,0,0,0
ENG0019166,CUST001262,CMP0004,PROD0081,25/5/2025 4:24,Product Launch,SMS,Sent,9,0,0,0
ENG0019167,CUST000405,CMP0047,PROD0029,19/2/2024 22:49,Winback,Email,Clicked,74,61,0,0
ENG0019168,CUST001673,CMP0039,PROD0138,5/11/2025 21:02,Promotion,SMS,Sent,0,0,0,0
ENG0019169,CUST000501,CMP0035,PROD0082,25/3/2025 2:42,Seasonal,Paid Social,Clicked,75,131,0,0
ENG0019170,CUST001200,CMP0035,PROD0093,6/4/2025 14:00,Seasonal,Paid Social,Impression,3,0,0,0
ENG0019171,CUST001604,CMP0029,PROD0101,17/8/2025 17:52,Product Launch,Email,Sent,0,0,0,0
ENG0019172,CUST000391,CMP0019,PROD0195,12/10/2025 20:46,Loyalty,Push Notification,Sent,0,0,0,0
ENG0019173,CUST000621,CMP0047,PROD0021,2/6/2026 21:19,Winback,Email,Opened,24,98,0,0
ENG0019174,CUST001307,CMP0028,PROD0025,11/7/2024 23:47,Seasonal,Email,Opened,48,190,0,0
ENG0019175,CUST001556,CMP0016,PROD0041,22/5/2024 20:25,Loyalty,Push Notification,Converted,100,5,1,0
ENG0019176,CUST001649,CMP0001,PROD0088,19/3/2025 7:15,Promotion,Email,Sent,19,0,0,0
ENG0019177,CUST000535,CMP0007,PROD0024,8/4/2024 19:04,Promotion,Email,Clicked,57,74,0,0
ENG0019178,CUST000903,CMP0043,PROD0046,17/8/2024 0:23,Seasonal,SMS,Sent,4,0,0,0
ENG0019179,CUST001940,CMP0030,PROD0046,7/9/2025 14:55,Product Launch,Push Notification,Opened,33,137,0,0
ENG0019180,CUST000235,CMP0037,PROD0199,3/6/2024 0:35,Product Launch,Email,Sent,0,0,0,0
ENG0019181,CUST001503,CMP0027,PROD0102,20/1/2026 14:57,Abandoned Cart,Paid Social,Clicked,53,203,0,0
ENG0019182,CUST001450,CMP0030,PROD0059,9/10/2024 5:46,Product Launch,Push Notification,Converted,85,137,1,0
ENG0019183,CUST001058,CMP0041,PROD0149,14/2/2025 0:23,Seasonal,Paid Social,Impression,0,0,0,0
ENG0019184,CUST001460,CMP0042,PROD0032,28/3/2025 20:46,Seasonal,SMS,Sent,26,0,0,0
ENG0019185,CUST000944,CMP0026,PROD0077,28/9/2024 7:37,Product Launch,Push Notification,Sent,0,0,0,0
ENG0019186,CUST001768,CMP0042,PROD0028,18/2/2026 19:50,Seasonal,SMS,Clicked,67,79,0,0
ENG0019187,CUST000038,CMP0044,PROD0188,29/5/2025 14:17,Seasonal,Paid Social,Impression,2,0,0,0
ENG0019188,CUST000457,CMP0032,PROD0011,31/3/2024 0:29,Promotion,Push Notification,Converted,99,2,1,0
ENG0019189,CUST000859,CMP0016,PROD0054,6/8/2024 13:51,Loyalty,Push Notification,Clicked,63,85,0,0
ENG0019190,CUST000568,CMP0033,PROD0105,28/8/2024 13:15,Promotion,Email,Opened,41,201,0,0
ENG0019191,CUST001528,CMP0016,PROD0054,8/5/2024 1:59,Loyalty,Push Notification,Clicked,73,131,0,0
ENG0019192,CUST001554,CMP0006,PROD0076,16/2/2024 22:00,Abandoned Cart,Push Notification,Opened,26,100,0,0
ENG0019193,CUST001763,CMP0049,PROD0109,17/3/2026 20:39,Product Launch,Display Ad,Impression,1,0,0,0
ENG0019194,CUST000093,CMP0046,PROD0067,3/1/2026 23:00,Promotion,Display Ad,Impression,0,0,0,0
ENG0019195,CUST001095,CMP0041,PROD0146,27/6/2025 6:45,Seasonal,Paid Social,Clicked,63,130,0,0
ENG0019196,CUST001194,CMP0025,PROD0133,5/10/2025 14:36,Winback,SMS,Sent,9,0,0,0
ENG0019197,CUST001407,CMP0027,PROD0119,2/7/2024 8:21,Abandoned Cart,Paid Social,Clicked,60,2,0,0
ENG0019198,CUST001978,CMP0016,PROD0048,16/8/2024 10:37,Loyalty,Push Notification,Converted,98,2,1,0
ENG0019199,CUST001612,CMP0025,PROD0130,29/8/2024 21:52,Winback,SMS,Converted,98,124,1,0
ENG0019200,CUST001120,CMP0007,PROD0029,8/4/2025 15:34,Promotion,Email,Clicked,71,2,0,0
ENG0019201,CUST000062,CMP0014,PROD0066,28/8/2024 17:26,Abandoned Cart,Display Ad,Clicked,55,155,0,0
ENG0019202,CUST000773,CMP0050,PROD0038,25/9/2025 14:12,Loyalty,Paid Social,Clicked,68,2,0,0
ENG0019203,CUST000619,CMP0004,PROD0089,30/10/2025 18:01,Product Launch,SMS,Clicked,74,129,0,0
ENG0019204,CUST001015,CMP0031,PROD0180,2/10/2025 6:41,Welcome,SMS,Converted,100,19,1,0
ENG0019205,CUST001973,CMP0010,PROD0129,21/3/2026 10:49,Seasonal,Display Ad,Impression,7,0,0,0
ENG0019206,CUST001382,CMP0019,PROD0194,1/8/2025 5:36,Loyalty,Push Notification,Opened,40,90,0,0
ENG0019207,CUST000791,CMP0031,PROD0168,4/1/2025 19:13,Welcome,SMS,Sent,0,0,0,0
ENG0019208,CUST000110,CMP0030,PROD0043,20/6/2026 4:04,Product Launch,Push Notification,Opened,39,129,0,0
ENG0019209,CUST000288,CMP0037,PROD0195,17/12/2024 13:21,Product Launch,Email,Sent,0,0,0,0
ENG0019210,CUST001513,CMP0003,PROD0054,8/9/2024 20:58,Promotion,Email,Opened,29,89,0,0
ENG0019211,CUST000466,CMP0025,PROD0121,11/3/2026 17:27,Winback,SMS,Sent,8,0,0,0
ENG0019212,CUST000685,CMP0015,PROD0110,20/1/2026 17:37,Loyalty,SMS,Sent,6,0,0,0
ENG0019213,CUST000499,CMP0032,PROD0002,26/10/2025 0:56,Promotion,Push Notification,Sent,0,0,0,0
ENG0019214,CUST000997,CMP0039,PROD0138,12/9/2024 20:57,Promotion,SMS,Sent,21,0,0,0
ENG0019215,CUST001645,CMP0021,PROD0089,14/7/2025 19:56,Winback,Paid Social,Clicked,61,29,0,0
ENG0019216,CUST001573,CMP0032,PROD0018,15/4/2025 15:33,Promotion,Push Notification,Opened,29,181,0,0
ENG0019217,CUST001205,CMP0030,PROD0045,9/2/2024 19:14,Product Launch,Push Notification,Converted,100,106,1,0
ENG0019218,CUST000591,CMP0031,PROD0180,1/12/2024 5:34,Welcome,SMS,Sent,6,0,0,0
ENG0019219,CUST001006,CMP0012,PROD0133,19/3/2024 17:45,Promotion,Paid Social,Clicked,70,179,0,0
ENG0019220,CUST000909,CMP0034,PROD0070,14/4/2024 3:59,Seasonal,Email,Clicked,66,153,0,0
ENG0019221,CUST001674,CMP0021,PROD0092,8/11/2025 8:15,Winback,Paid Social,Impression,1,0,0,0
ENG0019222,CUST000487,CMP0002,PROD0014,7/8/2025 22:52,Product Launch,SMS,Sent,10,0,0,0
ENG0019223,CUST000929,CMP0006,PROD0076,21/4/2024 19:08,Abandoned Cart,Push Notification,Clicked,63,203,0,0
ENG0019224,CUST001944,CMP0003,PROD0043,21/4/2024 9:17,Promotion,Email,Sent,0,0,0,0
ENG0019225,CUST000571,CMP0037,PROD0192,7/6/2024 21:06,Product Launch,Email,Clicked,66,75,0,0
ENG0019226,CUST001357,CMP0040,PROD0146,30/12/2024 20:43,Promotion,Push Notification,Sent,0,0,0,0
ENG0019227,CUST000378,CMP0007,PROD0028,28/10/2024 11:14,Promotion,Email,Opened,18,178,0,0
ENG0019228,CUST000863,CMP0030,PROD0054,17/1/2026 7:54,Product Launch,Push Notification,Sent,0,0,0,0
ENG0019229,CUST001902,CMP0049,PROD0108,28/5/2025 7:43,Product Launch,Display Ad,Clicked,59,148,0,0
ENG0019230,CUST001361,CMP0038,PROD0111,4/10/2024 8:25,Winback,SMS,Clicked,59,109,0,0
ENG0019231,CUST000162,CMP0028,PROD0029,3/11/2025 14:22,Seasonal,Email,Converted,92,29,1,0
ENG0019232,CUST001104,CMP0015,PROD0104,15/6/2025 6:59,Loyalty,SMS,Clicked,55,98,0,0
ENG0019233,CUST001598,CMP0047,PROD0023,6/11/2024 14:36,Winback,Email,Sent,5,0,0,0
ENG0019234,CUST001317,CMP0039,PROD0122,18/12/2024 13:31,Promotion,SMS,Clicked,50,90,0,0
ENG0019235,CUST001966,CMP0025,PROD0123,9/11/2025 14:11,Winback,SMS,Sent,2,0,0,0
ENG0019236,CUST000266,CMP0035,PROD0082,26/12/2024 8:05,Seasonal,Paid Social,Impression,9,0,0,0
ENG0019237,CUST000508,CMP0050,PROD0035,24/4/2024 5:06,Loyalty,Paid Social,Impression,0,0,0,0
ENG0019238,CUST001606,CMP0027,PROD0102,12/1/2026 4:50,Abandoned Cart,Paid Social,Clicked,74,70,0,0
ENG0019239,CUST000852,CMP0035,PROD0094,14/12/2024 16:09,Seasonal,Paid Social,Impression,5,0,0,0
ENG0019240,CUST001511,CMP0004,PROD0088,2/2/2026 2:07,Product Launch,SMS,Clicked,70,3,0,0
